"Post ID","Account ID","Account username","Account name",Description,"Duration (sec)","Publish time",Permalink,"Post type","Data comment",Date,Views,Reach,Likes,Shares,Follows,Comments,Saves
18056102981144088,17841401475580469,nicki.entenmann,"Nicki Entenmann","Would love to hear your opinion on this topic! (Not so) gentle reminder that no one is coming to save you.

You dont look like your goals. You look like your habits.

Everyone has goals- they are meaningless without action- your body doesnt care what you want, your body cares what you do. Your results dont reflect your dreams, they reflect your discipline.

Stop complaining about the body you dont have for the work you didnt do.  Follow for more real fitness inspo",54,"03/26/2025 16:07",https://www.instagram.com/reel/DHriybZg1yP/,"IG reel",,Lifetime,74182,50129,1877,89,47,174,130
17881699668258789,17841401475580469,nicki.entenmann,"Nicki Entenmann","Comment “link” for the direct link to all of my @abercrombie picks!

Everything is 25% off plus additional 15% off with code SPRINGAF! Perfect time to add fun, bright and spring capsule athleisure pieces to your closet for warm weather! 

Follow @nicki.entenmann on @shop.ltk app to shop these outfits and other @abercrombie favorites! 

#liketkit #ltkfitness #ltkstyletip #abercrombiestyle

https://liketk.it/59qBT",59,"03/26/2025 08:33",https://www.instagram.com/reel/DHqvAXpuPEC/,"IG reel",,Lifetime,2722,2545,3,0,,2,1
18115639792455857,17841401475580469,nicki.entenmann,"Nicki Entenmann","#abercrombiepartner 
Comment “link” for the direct link to all of my @abercrombie picks!

Everything is 25% off plus additional 15% off with code SPRINGAF! Perfect time to add fun, bright and spring capsule athleisure pieces to your closet for warm weather! 

Follow @nicki.entenmann on @shop.ltk app to shop these outfits and other @abercrombie favorites! 

#liketkit #ltkfitness #ltkstyletip #abercrombiestyle 

https://liketk.it/59qBT",59,"03/26/2025 07:49",https://www.instagram.com/reel/DHqp2lNAzBY/,"IG reel",,Lifetime,32485,26987,474,37,10,195,65
18061103756007774,17841401475580469,nicki.entenmann,"Nicki Entenmann","The closure is knowing you’re onto better horizons. 

2025 has already been the BEST year of my life because I’m not living by anyone else’s rules or agenda. 

Show up authentically, show up unapologetically, and NEVER dim your light. Love you 

Let them, move on, growth, maturity, glow up, unbothered , unbothered era, confidence",15,"03/25/2025 17:29",https://www.instagram.com/reel/DHpHkjpgVYo/,"IG reel",,Lifetime,55410,38603,2082,287,9,89,199
18061348300965496,17841401475580469,nicki.entenmann,"Nicki Entenmann","Follow if you have a strong thigh game!!

Comment “link” for today’s running outfit!!

Hi I’m Nicki. A size 6, athletic shaped, working mom of 3, who hated her thick thighs most her life. I finally LOVE, embrace, and share how to dress them with confidence!

sarcasm is my middle name, we’re here for a good time, good laugh and good causal outfit (one you’ll actually wear

Follow for more realistic mom fits!

All sizes and shapes welcome-must have a stellar personality tho 😜",12,"03/25/2025 08:56",https://www.instagram.com/reel/DHoMy3-OcYT/,"IG reel",,Lifetime,15674,969,10,0,2,0,1
17885450877239528,17841401475580469,nicki.entenmann,"Nicki Entenmann","Follow if you have a strong thigh game!! Comment “link” for today’s running outfit!! 

Hi 👋🏻 I’m Nicki. A size 6, athletic  shaped , working mom of 3, who hated her thick thighs most her life. I finally LOVE, embrace, and share how to dress them with confidence! 

sarcasm is my middle name, we’re here for a good time, good laugh and good causal outfit 🫶🏻 (one you’ll actually wear 🤌🏼) 

Follow for more realistic mom fits! 

All sizes and shapes welcome-must have a stellar personality tho 😜",12,"03/25/2025 08:37",https://www.instagram.com/reel/DHoKsS1gr0e/,"IG reel",,Lifetime,78255,50029,2924,94,14,178,107
17936055420004903,17841401475580469,nicki.entenmann,"Nicki Entenmann","It’s ok if you want to lose weight. There I said it- in fact, if it’s to BETTER your health and happiness, I encourage it.

But before you can achieve it, you have to promise yourself you’ll stay consistent. 

The promises you make to yourself are the hardest to keep and easiest to break. 

The reason you lack confidence is because you lack self belief. And the reason you lack self belief is because you dont keep the promises you make to yourself. 

Ive told myself for years i would keep weight off once and for all- yet i always found a reason to stop because no one was looking. 

8 months ago  I finally stuck with it - not because i want to share it here, but because i promised myself i would do it- and im keeping that promise. And now im down 17 lbs in 8 months 

When you make promises to yourself and you dont keep them, you reinforce the thought pattern that you are someone who doesnt follow thru-

Just starting with the little shit- making my bed, going to the gym, saving the money- follow thru on what you said you will do and it’ll bleed into every other capacity of your life

Show up. For you. But also for the people who are praying on your downfall 🫶🏻",8,"03/24/2025 15:39",https://www.instagram.com/reel/DHmWNIDAIgZ/,"IG reel",,Lifetime,136686,61634,2495,20,3,107,71
18044835677523568,17841401475580469,nicki.entenmann,"Nicki Entenmann","🎯 @target Circle Week is officially ON (3/23–3/29)!

Get 30% off tees, tanks, shorts & dresses with Target Circle—just in time to refresh your spring style!

Wearing all Target finds in this reel and loving how versatile each piece is for warmer weather.

➡️ Comment ‘link’ and I’ll DM you the details!

#targetcircleweek #targetstyle #targetdeals #springstyle #targetfinds #targetcreator #circleweeksteals",48,"03/24/2025 12:12",https://www.instagram.com/reel/DHl-fOZSFr7/,"IG reel",,Lifetime,18615,18770,13,0,1,2,0
18035330915627776,17841401475580469,nicki.entenmann,"Nicki Entenmann","#ad 🎯 @target Circle Week is officially ON (3/23–3/29)!

Get 30% off tees, tanks, shorts & dresses with Target Circle—just in time to refresh your spring style!

Wearing all Target finds in this reel and loving how versatile each piece is for warmer weather.

➡️ Comment ‘link’ and I’ll DM you the details!

#targercircleweek #targetstyle #targetdeals #springstyles #targetfinds #targetcreator #circleweeksteals",48,"03/24/2025 10:12",https://www.instagram.com/reel/DHlwtSCgFnv/,"IG reel",,Lifetime,126994,88306,1126,39,54,791,116
17977581323691562,17841401475580469,nicki.entenmann,"Nicki Entenmann","(Not so) gentle reminder that no one is coming to save you

Comment “link” if you want to be apart of my Monday fat loss round if you wanna feel and look your best for summer-you have to start now!! Not in may! 

You dont look like your goals. You look like your habits.

Everyone has goals- they are meaningless without action- your body doesnt care what you want, your body cares what you do. Your results dont reflect your dreams, they reflect your discipline.

Stop complaining about the body you dont have for the work you didnt do.  Follow for more real fitness inspo",45,"03/23/2025 13:29",https://www.instagram.com/reel/DHjh7-fSvyn/,"IG reel",,Lifetime,35633,26040,884,31,16,84,68
18299808268240416,17841401475580469,nicki.entenmann,"Nicki Entenmann","Comment “link” if you want to be apart of my Monday fat loss round if you wanna feel and look your best for summer-you have to start now!! Not in may!

(Not so) gentle reminder that no one is coming to save you.

You dont look like your goals. You look like your habits.

Everyone has goals- they are meaningless without action-your body doesnt care what you want, your body cares what you do. Your results dont reflect your dreams, they reflect your discipline.
Stop complaining about the body you dont have for the work you didnt do. Follow for more real fitness inspo",54,"03/23/2025 11:23",https://www.instagram.com/reel/DHjT_4NOEWf/,"IG reel",,Lifetime,1749,1503,2,0,,0,0
18042721943434655,17841401475580469,nicki.entenmann,"Nicki Entenmann","And I’m talking about her soul 💅

Little humor for the haters this morning 🫶🏻😂

#momhumor #momlife #mom #unbothered💁🏽‍♀️ #unbothered #unbotheredqueen #letthem",7,"03/22/2025 08:16",https://www.instagram.com/reel/DHgZ1MQg0gv/,"IG reel",,Lifetime,160955,88707,3829,1301,65,138,520
18062906017820494,17841401475580469,nicki.entenmann,"Nicki Entenmann","Comment “link” for all spring break outfit details 
Another spring break in the books 🫶🏻🏜️🌵
One of my favorite places with my favorite people.",0,"03/21/2025 09:14",https://www.instagram.com/p/DHd7tX-pXux/,"IG carousel",,Lifetime,68868,44392,1731,4,2,160,50
18159781663343002,17841401475580469,nicki.entenmann,"Nicki Entenmann","Just a quote I saw today that deserved a permanent spot on the feed. You’re such a badass, so start acting like it 🥳
Share if you agree ❤️🫶🏻

Mom of Instagram, confident, confidence, unbothered, size 6, size 8, mom life, growth, maturity, badass",10,"03/19/2025 16:44",https://www.instagram.com/reel/DHZlpe5y66R/,"IG reel",,Lifetime,72531,48465,1806,355,9,57,69
17925389982028922,17841401475580469,nicki.entenmann,"Nicki Entenmann","Really trying hard to let them…but I’m about to let them have it 🥊🥊🥊

#letthemtheory #letthem #letthemhaveit #momhumor #growth #maturity",10,"03/18/2025 10:14",https://www.instagram.com/reel/DHWULPOSZWr/,"IG reel",,Lifetime,118665,89622,4897,2078,53,50,508
18297831796208052,17841401475580469,nicki.entenmann,"Nicki Entenmann","Day 1 spring break ☀️🌵🏜️ comment “link” as almost everything is on sale! Love this swimsuit for larger chest- m curve love and high cut bottoms ! 

Little swimsuit day in Scottsdale! Love this brown swimsuit high cut and high rise bottom and their curve love line is amazing for larger chests! 
, 
Size m curve love top 
M bottoms 

Vacation, swimsuit, bikini, Arizona, 

#LTKActive #LTKSpringSale #LTKSeasonal #LTKStyleTip #LTKSaleAlert #LTKFindsUnder100",14,"03/17/2025 17:08",https://www.instagram.com/reel/DHUewrAyZmX/,"IG reel",,Lifetime,106868,61870,1155,20,12,359,90
18042871763525663,17841401475580469,nicki.entenmann,"Nicki Entenmann","Every choice, every mistake, every opportunity lead me to the happiest and healthiest self. Like and share if this is you ❤️

Everything I have now, I once prayed for. As your chasing your dreams, remember how far you’ve come ❤️",8,"03/17/2025 09:15",https://www.instagram.com/reel/DHToo0PJQwN/,"IG reel",,Lifetime,164671,110078,7128,1570,85,113,475
18108273340484974,17841401475580469,nicki.entenmann,"Nicki Entenmann","Make sure you’re on this list of people who deserve your love! 

Comment “link” to join me in my 2025 fat loss journey ! I’ll be starting my next fat loss round on March 24th and I would love to have you by my side. 

No-I don’t hate my body, I hate how I felt and how my clothes fit. I love myself, my growth, and my focus in a sickening diet culture world. I was gaslighting myself in thinking I had to stay the same, because it was relatable. You are allowed to grow, change and become who you want and the right people will relate! 

I gained 17 lbs in 23-24 (mostly fat lbs). Every lb gained is because of me and my actions (or lack there of). Not my hormones, my kids, my travels, my tiredness, -everything falls on my shoulders. I had a come to Jesus moment last week and finally looked myself dead in the eye and said. “You are the only one who can take control of your life”. And that’s exactly what I’m doing. 

2025 in your comeback year/let’s go",21,"03/16/2025 08:17",https://www.instagram.com/reel/DHQ9POHuYkP/,"IG reel",,Lifetime,2931,1787,61,5,4,0,11
18294321199174751,17841401475580469,nicki.entenmann,"Nicki Entenmann","Make sure you’re on this list of people who deserve your love! 

Comment “link” to join me in my 2025 fat loss journey ! I’ll be starting my next fat loss round on March 24th and I would love to have you by my side. 

No-I don’t hate my body, I hate how I felt and how my clothes fit. I love myself, my growth, and my focus in a sickening diet culture world. I was gaslighting myself in thinking I had to stay the same, because it was relatable. You are allowed to grow, change and become who you want and the right people will relate! 

I gained 17 lbs in 23-24 (mostly fat lbs). Every lb gained is because of me and my actions (or lack there of). Not my hormones, my kids, my travels, my tiredness, -everything falls on my shoulders. I had a come to Jesus moment last week and finally looked myself dead in the eye and said. “You are the only one who can take control of your life”. And that’s exactly what I’m doing. 

2025 in your comeback year/let’s go",21,"03/16/2025 08:12",https://www.instagram.com/reel/DHQ8mwQg1RU/,"IG reel",,Lifetime,54347,42963,1961,167,22,34,183
17853758316404900,17841401475580469,nicki.entenmann,"Nicki Entenmann","Comment “link”! Abercormbie LTK sale and the dresses are 😮‍💨
Up to 30% off everything! Also great time to snag some jeans and shorts 🫶🏻

Abercrombie is such a vibe this spring—think soft florals, flowy fits, and effortlessly polished staples like white denim that you’ll reach for on repeat. I’m obsessed with these new pieces and how easily they dress up or down

Wearing a medium

LTK Spring Sale is on: 25% off your purchase + up to 30% off select styles (steals up to almost 50% off)!

#LTKSpringSale #LTKWatchNow #ltksalealert",13,"03/15/2025 08:11",https://www.instagram.com/reel/DHOXtSsAeKe/,"IG reel",,Lifetime,66150,46813,716,19,13,197,27
17887148394124682,17841401475580469,nicki.entenmann,"Nicki Entenmann","Comment “link” for everything here!! 💛 on sale!!

Love this yellow set to recreate 4 vacation looks! From casual to date night and everything in between, it’s a great to pack to maximize while traveling!! 

So easy to dress up or down with sandals or sneakers. So many options, and that’s why I love a good mix-and-match moment on vacation!

I’m in M in both too and bottom 

#TargetStyle #EffortlessOutfits #VacationPacking #StyledFourWays #MixAndMatch #TravelStyle #LTKSpring #LTKUnder50

#LTKTravel #LTKStyleTip #LTKSeasonal #LTKShoeCrush #LTKFindsUnder50 #LTKSpringSale #LTKStyleTip",35,"03/14/2025 07:13",https://www.instagram.com/reel/DHLsS4zAVbE/,"IG reel",,Lifetime,41527,34218,420,6,6,163,21
17900526540139231,17841401475580469,nicki.entenmann,"Nicki Entenmann","Do it for you. But also do it for the people who wanna seen you fail 😜",12,"03/13/2025 11:31",https://www.instagram.com/reel/DHJk_qGxKRk/,"IG reel",,Lifetime,120544,84892,4779,956,41,121,313
18075222904701462,17841401475580469,nicki.entenmann,"Nicki Entenmann","Comment “link” for these affordable (and high quality) bikinis! Mamas we are rocking bikinis this summer!!!

All these have really good booty coverage, great support for the girls, and remind me of ones I have from revolve!!

M in green and pink and size down in blue! (I’m gonna return for a S-it runs big!)

Follow @nicki.entenmann for more casual size 6/8, thick thighed athletic build looks. Mostly athleisure and everyday mom style!",38,"03/12/2025 08:19",https://www.instagram.com/reel/DHGqK3Ku3us/,"IG reel",,Lifetime,554,79,1,0,,2,0
18048384548259201,17841401475580469,nicki.entenmann,"Nicki Entenmann","Comment “link” for these affordable (and high quality) bikinis!  Mamas we are rocking bikinis this summer!!! 

All these have really good booty coverage, great support for the girls, and remind me of ones I have from revolve!! 

M in green and pink and size down in blue! (I’m gonna return for a S-it runs big!) 

Follow @nicki.entenmann for more casual size 6/8, thick thighed athletic build looks. Mostly athleisure and everyday mom style!",38,"03/12/2025 07:56",https://www.instagram.com/reel/DHGno1HABC6/,"IG reel",,Lifetime,325067,220749,1796,177,177,1019,558
18060139685496591,17841401475580469,nicki.entenmann,"Nicki Entenmann","Other people’s opinions don’t pay your bills. Start the business, start the social media, be unapologetically yourself so they all ask how you did it.",13,"03/11/2025 13:36",https://www.instagram.com/reel/DHEpuG-ylEv/,"IG reel",,Lifetime,59244,37556,1946,283,17,83,154
17980613276672397,17841401475580469,nicki.entenmann,"Nicki Entenmann","Comment “link” this spring Amazon athleisure mini haul. Most everything is under $25!

Loveeeeee the tank and skirt combo-feels like like Alo! Also obsessed with the wrap dress. A perfect staple to have for spring and summer to feel confident.

M in everything Follow for more casual mom fits, workout, leggings and humor!",45,"03/10/2025 13:47",https://www.instagram.com/reel/DHCGMkvycVT/,"IG reel",,Lifetime,3834,3376,3,0,,0,2
18307827238227658,17841401475580469,nicki.entenmann,"Nicki Entenmann","Comment “link” this spring Amazon athleisure mini haul. Most everything is under $25!

Loveeeeee the tank and skirt combo-feels like like Alo! Also obsessed with the wrap dress. A perfect staple to have for spring and summer to feel confident. 

M in everything Follow for more casual mom fits, workout , leggings and humor!",45,"03/10/2025 13:16",https://www.instagram.com/reel/DHCCoXdSGI-/,"IG reel",,Lifetime,28545,20204,442,14,21,254,53
17972716151830248,17841401475580469,nicki.entenmann,"Nicki Entenmann","Never wanna be involved, always wanna hear 👂👂👂 

Anyone else love a good tea moment 😂",10,"03/10/2025 09:29",https://www.instagram.com/reel/DHBos-ruwmP/,"IG reel",,Lifetime,2720,2202,27,13,,0,1
18070373965866633,17841401475580469,nicki.entenmann,"Nicki Entenmann","Never wanna be involved, always wanna hear 👂👂👂 

Anyone else love a good tea  moment 😂",10,"03/10/2025 08:58",https://www.instagram.com/reel/DHBlKA5gJzZ/,"IG reel",,Lifetime,41534,32441,1385,433,4,34,43
18035934746548537,17841401475580469,nicki.entenmann,"Nicki Entenmann","Best believe them sis 💅 The real, raw, unbothered era 2025 continues in this corner! like if you agree! 

Know who is in your circle and who is in your CORNER. Some will make you the villain because you hold people accountability. Don’t stop being emotionally mature and let them! Hold space for you and people who support and love you. 

If you thought of someone specific listening to this, you deserve more. Keep shining and never drop your standards on friendships, relationships and careers.

Follow @nicki.entenmann for more real raw and unfiltered mom life 🫶🏻",6,"03/09/2025 12:48",https://www.instagram.com/reel/DG_as0vy-7N/,"IG reel",,Lifetime,3175897,1759908,170573,25606,507,428,23191
18274667140264523,17841401475580469,nicki.entenmann,"Nicki Entenmann","Comment “link” and I’ll send you a direct link to target for all of my favorite activewear picks! ENDS TODAY: 30% off!!!

The quality of these items feels expensive, luxurious on the body, sweat wicking and range from lounge wear, dresses, sets, workout gear and can mix and match it all!

Follow for more casual, workout, activewear, busy mom, leggings",23,"03/08/2025 07:06",https://www.instagram.com/reel/DG8VhrouvMw/,"IG reel",,Lifetime,1750,1463,1,0,,2,0
17876867559185453,17841401475580469,nicki.entenmann,"Nicki Entenmann","Comment “link” and I’ll send you a direct link to target for all of my favorite activewear picks! ENDS TODAY: 30% off!!!

The quality of these items feel expensive, luxurious on the body, sweat wicking and range from lounge wear, dresses, sets, workout gear and can mix and match it all! 

Follow for more casual, workout, activewear , busy mom, leggings,",0,"03/08/2025 06:47",https://www.instagram.com/p/DG8TdVvgIfk/,"IG carousel",,Lifetime,33359,20077,433,6,1,266,35
18023967077430062,17841401475580469,nicki.entenmann,"Nicki Entenmann","Struggling to hit your macros? I’ve got you! 💪🏼🍽️ Using ChatGPT to simplify meal planning and help you stay on track with your nutrition goals!

Want a FREE 7-day simple meal plan? Comment ‘link’ below and I’ll send it to you! ⬇️",31,"03/07/2025 09:25",https://www.instagram.com/reel/DG6Au93OOa9/,"IG reel",,Lifetime,2019,1652,12,0,1,0,2
18072752377819312,17841401475580469,nicki.entenmann,"Nicki Entenmann","Dive into confidence and style with the latest high-performance workout sets from Fabletics! 🏋️‍♀️🧘‍♀️ I’ve experienced firsthand how the right activewear can transform a fitness routine—whether you’re powering through strength sessions or cardio, it’s all about feeling your best.

Ready to elevate your workout wardrobe? Comment ‘link’ to shop my favorite picks and unlock an incredible 80% off when you sign up as a VIP! Let’s tackle our fitness goals with top-notch gear this season! 💪 #fableticsambassador @fabletics",53,"03/07/2025 09:10",https://www.instagram.com/reel/DG5_AD1uDj0/,"IG reel",,Lifetime,5919,5643,2,0,1,0,0
18496985590015242,17841401475580469,nicki.entenmann,"Nicki Entenmann","Comment “link” for 80% off! 

Dive into confidence and style with the latest high-performance workout sets from Fabletics! 🏋️‍♀️🧘‍♀️ I’ve experienced firsthand how the right activewear can transform a fitness routine—whether you’re powering through strength sessions or cardio, it’s all about feeling your best.

Ready to elevate your workout wardrobe? Comment ‘link’ to shop my favorite picks and unlock an incredible 80% off when you sign up as a VIP! Let’s tackle our fitness goals with top-notch gear this season! 💪 #fableticsambassador @fabletics",53,"03/07/2025 08:12",https://www.instagram.com/reel/DG54W6ggWCm/,"IG reel",,Lifetime,19363,15011,354,6,11,327,16
17966226362850060,17841401475580469,nicki.entenmann,"Nicki Entenmann","What a thirst trap 🤨😮‍💨 like if you’re a sweat pant loving queen 💅",6,"03/06/2025 15:52",https://www.instagram.com/reel/DG4IGzzgeSB/,"IG reel",,Lifetime,77271,41960,1055,214,1,21,26
17926289879918428,17841401475580469,nicki.entenmann,"Nicki Entenmann","Comment “link” for today’s outfit! ❤️

Headed out to support type one diabetes today, and I put together this business casual fit for our luncheon. 

All Aritzia-these pants are amazing because they never wrinkle, I love this beautiful body suit and then topped off with my favorite bomber jacket but also linked others! 
 
M in tops 
8 in trousers 
Lip: soft rose 

#LTKFindsUnder100 #LTKStyleTip #LTKWorkwear

#LTKSeasonal #LTKSaleAlert #ltkspringsale",24,"03/06/2025 09:13",https://www.instagram.com/reel/DG3aTRqRJkC/,"IG reel",,Lifetime,53356,46257,463,5,6,229,21
18045644546069611,17841401475580469,nicki.entenmann,"Nicki Entenmann","🚨restock alert!🚨 Comment “link” for these wide leg jeans! They run small so size up 1-
I’m in size 8 

When Target denim wears like designer—you know I’m obsessed! These wide-leg beauties have the perfect fit, and this Good American denim top pulls it all together for a chic, effortless vibe. Casual, comfy, and polished all in one.

#TargetStyle #DesignerLookForLess #GoodAmerican #DenimOnDenim #EffortlessChic #WideLegPants #ClosetStaples #LTKSpring #LTKStyle

#LTKSeasonal #LTKFindsUnder50 #LTKSpringSale",18,"03/05/2025 08:12",https://www.instagram.com/reel/DG0uyijAYWL/,"IG reel",,Lifetime,69080,48866,442,24,10,189,32
18069762433874337,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"03/04/2025 13:30",https://www.instagram.com/p/DGyuZcrSvcq/,"IG carousel",,Lifetime,63894,43161,646,29,1,311,331
18284740153221228,17841401475580469,nicki.entenmann,"Nicki Entenmann","The real, raw, unbothered era 2025 continues in this corner! 💅 like if you agree! 

Some will make you the villain because you hold people accountability. Don’t stop being emotionally mature and let them! Hold space for you and people who support and love you. 

Be yourself. Be proud of that person. Do what you love 
If you thought of someone specific listening to this, you deserve more. Keep shining and never drop your standards on friendships, relationships and careers.",15,"03/04/2025 08:07",https://www.instagram.com/reel/DGyJWdux0Bc/,"IG reel",,Lifetime,27187,21134,800,26,18,30,76
18101438236496238,17841401475580469,nicki.entenmann,"Nicki Entenmann","Comment “link” for all of the spring break simple picks! 

Spring into style with my latest Abercrombie haul! 🌸 From chic sarong cover-ups to essential tanks, I’ve tried it all just for you. Love how the shorts hug perfectly and how the tops and dresses flatter every curve. Whether it’s a casual day out or a stylish evening, these pieces have got you covered!. 💖 

Size 28 in shorts and medium in everything else 

#AbercrombieFinds #FashionHaul #SpringStyles

#LTKStyleTip #LTKWatchNow #LTKSeasonal",53,"03/03/2025 12:08",https://www.instagram.com/reel/DGv_mypyKfP/,"IG reel",,Lifetime,134903,82824,2069,97,52,1362,354
17879371731167392,17841401475580469,nicki.entenmann,"Nicki Entenmann","Comment “link” and I’ll send you a direct link to my favorite thongs and also full butt undies!! ON SALE Almost 50% off

Post kids is no joke with finding undies so I’m on the hunt to get us the best ones! These both have thick sides, good kitty coverage, great price and good quality!

Let me know what brand you want me to review next!",64,"03/03/2025 06:20",https://www.instagram.com/reel/DGvYRsEuENe/,"IG reel",,Lifetime,313,161,0,0,,0,1
17949000938801853,17841401475580469,nicki.entenmann,"Nicki Entenmann","Follow if you have a strong thigh game!! Comment “link” for today’s running outfit!! 

Hi 👋🏻 I’m Nicki. A size 6-8, athletic  shaped , working mom of 3, who hated her thick thighs most her life. I finally LOVE, embrace, and share how to dress them with confidence! 

sarcasm is my middle name, we’re here for a good time, good laugh and good causal outfit 🫶🏻 (one you’ll actually wear 🤌🏼) 

Follow for more realistic mom fits! 

All sizes and shapes welcome-must have a stellar personality tho 😜",11,"03/02/2025 14:38",https://www.instagram.com/reel/DGtslQdARj8/,"IG reel",,Lifetime,99689,64692,3300,70,44,154,100
