Date,Brand,Type,Publisher,Product,Direct to retailer link,Status,Commission,Payment
10/30/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.01",""
10/30/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.25",""
10/30/25,"Lululemon (US)","Sale commission","Nicki Entenmann","lululemon Glow Up™ Super-High-Rise Tight 25\"","https://rstyle.me/+VZxqkjCbw5VTfojj6L_YBw","Open","$5.17",""
10/30/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$2.46",""
10/30/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$2.24",""
10/30/25,"Target","Sale commission","Nicki Entenmann","Women's Fleece Cropped Crewneck Pullover Sweatshirt - JoyLab™","https://rstyle.me/+seqbvAUeCJm313TrFqrkZA","Open","$0.13",""
10/30/25,"Target","Sale commission","Nicki Entenmann","Women's Fleece Cropped Crewneck Pullover Sweatshirt - JoyLab™","https://rstyle.me/+seqbvAUeCJm313TrFqrkZA","Open","$0.02",""
10/30/25,"Target","Sale commission","Nicki Entenmann","Women's Fleece Cropped Crewneck Pullover Sweatshirt - JoyLab™","https://rstyle.me/+seqbvAUeCJm313TrFqrkZA","Open","$0.03",""
10/30/25,"Target","Sale commission","Nicki Entenmann","Women's Fleece Cropped Crewneck Pullover Sweatshirt - JoyLab™","https://rstyle.me/+seqbvAUeCJm313TrFqrkZA","Open","$0.06",""
10/30/25,"Target","Sale commission","Nicki Entenmann","Women's Fleece Cropped Crewneck Pullover Sweatshirt - JoyLab™","https://rstyle.me/+seqbvAUeCJm313TrFqrkZA","Open","$0.05",""
10/30/25,"Target","Sale commission","Nicki Entenmann","Women's Fleece Cropped Crewneck Pullover Sweatshirt - JoyLab™","https://rstyle.me/+seqbvAUeCJm313TrFqrkZA","Open","$0.06",""
10/30/25,"Target","Sale commission","Nicki Entenmann","Women's Fleece Cropped Crewneck Pullover Sweatshirt - JoyLab™","https://rstyle.me/+seqbvAUeCJm313TrFqrkZA","Open","$0.04",""
10/30/25,"Target","Sale commission","Nicki Entenmann","Women's Fleece Cropped Crewneck Pullover Sweatshirt - JoyLab™","https://rstyle.me/+seqbvAUeCJm313TrFqrkZA","Open","$0.11",""
10/30/25,"Target","Sale commission","Nicki Entenmann","Women's Fleece Cropped Crewneck Pullover Sweatshirt - JoyLab™","https://rstyle.me/+seqbvAUeCJm313TrFqrkZA","Open","$0.06",""
10/30/25,"Target","Sale commission","Nicki Entenmann","Women's Fleece Cropped Crewneck Pullover Sweatshirt - JoyLab™","https://rstyle.me/+seqbvAUeCJm313TrFqrkZA","Open","$0.92",""
10/30/25,"Target","Sale commission","Nicki Entenmann","Women's Fleece Cropped Crewneck Pullover Sweatshirt - JoyLab™","https://rstyle.me/+seqbvAUeCJm313TrFqrkZA","Open","$0.06",""
10/30/25,"Target","Sale commission","Nicki Entenmann","Women's Fleece Cropped Crewneck Pullover Sweatshirt - JoyLab™","https://rstyle.me/+seqbvAUeCJm313TrFqrkZA","Open","$0.92",""
10/30/25,"Target","Sale commission","Nicki Entenmann","Women's Fleece Cropped Crewneck Pullover Sweatshirt - JoyLab™","https://rstyle.me/+seqbvAUeCJm313TrFqrkZA","Open","$0.08",""
10/30/25,"Target","Sale commission","Nicki Entenmann","Women's Fleece Cropped Crewneck Pullover Sweatshirt - JoyLab™","https://rstyle.me/+seqbvAUeCJm313TrFqrkZA","Open","$0.23",""
10/30/25,"Target","Sale commission","Nicki Entenmann","Women's Fleece Cropped Crewneck Pullover Sweatshirt - JoyLab™","https://rstyle.me/+seqbvAUeCJm313TrFqrkZA","Open","$0.05",""
10/30/25,"Target","Sale commission","Nicki Entenmann","Women's Fleece Cropped Crewneck Pullover Sweatshirt - JoyLab™","https://rstyle.me/+seqbvAUeCJm313TrFqrkZA","Open","$0.83",""
10/29/25,"Lululemon (US)","Sale commission","Nicki Entenmann","lululemon Glow Up™ Super-High-Rise Tight 25\"","https://rstyle.me/+hK7DTW49WudAL6Nfb1pOQA","Open","$8.19",""
10/29/25,"Nordstrom","Sale commission","Nicki Entenmann","Sportswear Tech Fleece Zip Hoodie","https://rstyle.me/+j-jOkSESqsRQrTfWBOSuCQ","Open","$1.88",""
10/29/25,"Nordstrom","Sale commission","Nicki Entenmann","Sportswear Tech Fleece Zip Hoodie","https://rstyle.me/+j-jOkSESqsRQrTfWBOSuCQ","Open","$2.17",""
10/29/25,"MERIT","Sale commission","Nicki Entenmann","Lip Essentials","https://rstyle.me/+cnGoqIa7sB9N_50kibcUGQ","Open","$2.31",""
10/29/25,"MERIT","Sale commission","Nicki Entenmann","Lip Essentials","https://rstyle.me/+cnGoqIa7sB9N_50kibcUGQ","Open","$2.31",""
10/29/25,"Lululemon (US)","Sale commission","Nicki Entenmann","lululemon Glow Up™ Super-High-Rise Tight 25\"","https://rstyle.me/+VZxqkjCbw5VTfojj6L_YBw","Open","$12.39",""
10/29/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$1.08",""
10/29/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.04",""
10/29/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.07",""
10/29/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.08",""
10/29/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.22",""
10/29/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.04",""
10/29/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.09",""
10/29/25,"Old Navy (US)","Sale commission","Nicki Entenmann","EveryWear Long-Sleeve T-Shirt","https://rstyle.me/+j5DxW0aZnRumdBptansObw","Open","$0.59",""
10/29/25,"Old Navy (US)","Sale commission","Nicki Entenmann","EveryWear Long-Sleeve T-Shirt","https://rstyle.me/+j5DxW0aZnRumdBptansObw","Open","$0.90",""
10/29/25,"Old Navy (US)","Sale commission","Nicki Entenmann","EveryWear Long-Sleeve T-Shirt","https://rstyle.me/+j5DxW0aZnRumdBptansObw","Open","$1.04",""
10/29/25,"Old Navy (US)","Sale commission","Nicki Entenmann","EveryWear Long-Sleeve T-Shirt","https://rstyle.me/+j5DxW0aZnRumdBptansObw","Open","$1.04",""
10/29/25,"Old Navy (US)","Sale commission","Nicki Entenmann","EveryWear Long-Sleeve T-Shirt","https://rstyle.me/+j5DxW0aZnRumdBptansObw","Open","$1.04",""
10/29/25,"Old Navy (US)","Sale commission","Nicki Entenmann","EveryWear Long-Sleeve T-Shirt","https://rstyle.me/+j5DxW0aZnRumdBptansObw","Open","$1.04",""
10/29/25,"Old Navy (US)","Sale commission","Nicki Entenmann","EveryWear Long-Sleeve T-Shirt","https://rstyle.me/+j5DxW0aZnRumdBptansObw","Open","$1.74",""
10/29/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's Wool-Blend Bubble Hem Coat | Women's Coats & Jackets | Abercrombie.com","https://rstyle.me/+USXDdbPq2EuaMQ8BZxrWyQ","Open","$9.39",""
10/29/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's Wool-Blend Bubble Hem Coat | Women's Coats & Jackets | Abercrombie.com","https://rstyle.me/+USXDdbPq2EuaMQ8BZxrWyQ","Open","$8.46",""
10/29/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.34",""
10/29/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$2.03",""
10/29/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.05",""
10/29/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.08",""
10/29/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.10",""
10/29/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.09",""
10/29/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.04",""
10/29/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.04",""
10/29/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.15",""
10/29/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.04",""
10/29/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.06",""
10/29/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$1.29",""
10/29/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.04",""
10/29/25,"Lululemon (US)","Sale commission","Nicki Entenmann","lululemon Glow Up™ Super-High-Rise Tight 25\"","https://rstyle.me/+VZxqkjCbw5VTfojj6L_YBw","Open","$11.00",""
10/29/25,"Nordstrom","Sale commission","Nicki Entenmann","Sportswear Tech Fleece Zip Hoodie","https://rstyle.me/+j-jOkSESqsRQrTfWBOSuCQ","Open","$7.00",""
10/29/25,"Nordstrom","Sale commission","Nicki Entenmann","Sportswear Tech Fleece Zip Hoodie","https://rstyle.me/+j-jOkSESqsRQrTfWBOSuCQ","Open","$6.86",""
10/29/25,"Nordstrom","Sale commission","Nicki Entenmann","Sportswear Tech Fleece Zip Hoodie","https://rstyle.me/+j-jOkSESqsRQrTfWBOSuCQ","Open","$6.86",""
10/29/25,"Lululemon (US)","Sale commission","Nicki Entenmann","lululemon Glow Up™ Super-High-Rise Tight 25\"","https://rstyle.me/+VZxqkjCbw5VTfojj6L_YBw","Open","$25.83",""
10/29/25,"Lululemon (US)","Sale commission","Nicki Entenmann","lululemon Glow Up™ Super-High-Rise Tight 25\"","https://rstyle.me/+hK7DTW49WudAL6Nfb1pOQA","Open","$11.87",""
10/29/25,"Amazon (US)","Sale commission","Nicki Entenmann","","","Open","$0.44",""
10/29/25,"Amazon (US)","Sale commission","Nicki Entenmann","","","Open","$10.77",""
10/29/25,"Amazon (US)","Sale commission","Nicki Entenmann","","","Open","$15.60",""
10/28/25,"Lululemon (US)","Sale commission","Nicki Entenmann","lululemon Glow Up™ Super-High-Rise Tight 25\"","https://rstyle.me/+hK7DTW49WudAL6Nfb1pOQA","Open","$12.39",""
10/28/25,"Old Navy (US)","Sale commission","Nicki Entenmann","High-Waisted Barrel Ankle Jeans","https://rstyle.me/+g-9-e1VapWtsto9bDlrcLw","Open","$2.55",""
10/28/25,"Old Navy (US)","Sale commission","Nicki Entenmann","High-Waisted Barrel Ankle Jeans","https://rstyle.me/+g-9-e1VapWtsto9bDlrcLw","Open","$0.85",""
10/28/25,"Old Navy (US)","Sale commission","Nicki Entenmann","High-Waisted Barrel Ankle Jeans","https://rstyle.me/+g-9-e1VapWtsto9bDlrcLw","Open","$1.25",""
10/28/25,"New Balance Athletics, Inc.","Sale commission","Nicki Entenmann","New Balance Unisex 9060 Sneakers - Brown/Beige/Blue (Size 6.5)","https://rstyle.me/+FOqf2bbMeryhyGSzeuZ49g","Open","$16.80",""
10/28/25,"New Balance Athletics, Inc.","Sale commission","Nicki Entenmann","New Balance Unisex 9060 Sneakers - Brown/Beige/Blue (Size 6.5)","https://rstyle.me/+FOqf2bbMeryhyGSzeuZ49g","Open","$16.80",""
10/28/25,"New Balance Athletics, Inc.","Sale commission","Nicki Entenmann","New Balance Unisex 9060 Sneakers - Brown/Beige/Blue (Size 6.5)","https://rstyle.me/+FOqf2bbMeryhyGSzeuZ49g","Open","$12.08",""
10/28/25,"Lululemon (US)","Sale commission","Nicki Entenmann","lululemon Glow Up™ Super-High-Rise Tight 25\"","https://rstyle.me/+hK7DTW49WudAL6Nfb1pOQA","Open","$24.78",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's High-Rise Sailor Wide Leg Ankle Jeans - Universal Thread™","https://rstyle.me/+63v7hz1V5UP36U93Ykk28w","Open","$3.00",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's High-Rise Sailor Wide Leg Ankle Jeans - Universal Thread™","https://rstyle.me/+63v7hz1V5UP36U93Ykk28w","Open","$3.00",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's High-Rise Sailor Wide Leg Ankle Jeans - Universal Thread™","https://rstyle.me/+63v7hz1V5UP36U93Ykk28w","Open","$3.00",""
10/28/25,"Nordstrom","Sale commission","Nicki Entenmann","All in Favor Contrast Collar Herringbone Bomber Jacket | Nordstrom","https://rstyle.me/+LifHzbwPS8XxIr0fICXdXA","Open","$5.18",""
10/28/25,"Old Navy (US)","Sale commission","Nicki Entenmann","High-Waisted Barrel Ankle Jeans","https://rstyle.me/+g-9-e1VapWtsto9bDlrcLw","Open","$1.58",""
10/28/25,"Old Navy (US)","Sale commission","Nicki Entenmann","High-Waisted Barrel Ankle Jeans","https://rstyle.me/+g-9-e1VapWtsto9bDlrcLw","Open","$0.60",""
10/28/25,"Old Navy (US)","Sale commission","Nicki Entenmann","High-Waisted Barrel Ankle Jeans","https://rstyle.me/+g-9-e1VapWtsto9bDlrcLw","Open","$1.93",""
10/28/25,"Old Navy (US)","Sale commission","Nicki Entenmann","High-Waisted Barrel Ankle Jeans","https://rstyle.me/+g-9-e1VapWtsto9bDlrcLw","Open","$0.60",""
10/28/25,"Lululemon (US)","Sale commission","Nicki Entenmann","lululemon Glow Up™ Super-High-Rise Tight 25\"","https://rstyle.me/+hK7DTW49WudAL6Nfb1pOQA","Open","$23.52",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.06",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.18",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.20",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.15",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.01",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.05",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.02",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.59",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.02",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.03",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.12",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.02",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.05",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.07",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.25",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.21",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.05",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.42",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.03",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.08",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.70",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.08",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$1.67",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$1.10",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$1.67",""
10/28/25,"Old Navy (US)","Sale commission","Nicki Entenmann","High-Waisted Barrel Ankle Jeans","https://rstyle.me/+g-9-e1VapWtsto9bDlrcLw","Open","$0.70",""
10/28/25,"Old Navy (US)","Sale commission","Nicki Entenmann","High-Waisted Barrel Ankle Jeans","https://rstyle.me/+g-9-e1VapWtsto9bDlrcLw","Open","$1.93",""
10/28/25,"Old Navy (US)","Sale commission","Nicki Entenmann","High-Waisted Barrel Ankle Jeans","https://rstyle.me/+g-9-e1VapWtsto9bDlrcLw","Open","$1.40",""
10/28/25,"Old Navy (US)","Sale commission","Nicki Entenmann","High-Waisted Barrel Ankle Jeans","https://rstyle.me/+g-9-e1VapWtsto9bDlrcLw","Open","$1.75",""
10/28/25,"Old Navy (US)","Sale commission","Nicki Entenmann","High-Waisted Barrel Ankle Jeans","https://rstyle.me/+g-9-e1VapWtsto9bDlrcLw","Open","$1.75",""
10/28/25,"Old Navy (US)","Sale commission","Nicki Entenmann","High-Waisted Barrel Ankle Jeans","https://rstyle.me/+g-9-e1VapWtsto9bDlrcLw","Open","$1.58",""
10/28/25,"Old Navy (US)","Sale commission","Nicki Entenmann","High-Waisted Barrel Ankle Jeans","https://rstyle.me/+g-9-e1VapWtsto9bDlrcLw","Open","$1.40",""
10/28/25,"Old Navy (US)","Sale commission","Nicki Entenmann","High-Waisted Barrel Ankle Jeans","https://rstyle.me/+g-9-e1VapWtsto9bDlrcLw","Open","$1.75",""
10/28/25,"Old Navy (US)","Sale commission","Nicki Entenmann","High-Waisted Barrel Ankle Jeans","https://rstyle.me/+g-9-e1VapWtsto9bDlrcLw","Open","$1.75",""
10/28/25,"Old Navy (US)","Sale commission","Nicki Entenmann","High-Waisted Barrel Ankle Jeans","https://rstyle.me/+g-9-e1VapWtsto9bDlrcLw","Open","$0.88",""
10/28/25,"Old Navy (US)","Sale commission","Nicki Entenmann","High-Waisted Barrel Ankle Jeans","https://rstyle.me/+g-9-e1VapWtsto9bDlrcLw","Open","$1.30",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.04",""
