"Post ID","Account ID","Account username","Account name",Description,"Duration (sec)","Publish time",Permalink,"Post type","Data comment",Date,Views,Reach,Likes,Shares,"Profile visits",Replies,"Sticker taps",Navigation,"Link clicks",Follows
18057915833547624,17841401475580469,nicki.entenmann,"Nicki Entenmann","Nothing compares to it!!
I do 1” for loose curls",6,"10/28/2025 12:17",,"IG story",,Lifetime,13350,9923,54,1,2,4,,9574,423,
17910214668245833,17841401475580469,nicki.entenmann,"Nicki Entenmann","A comment trait you see in lean people is they eat a lot of the same things all the time- 
MIZ MEALS if you will 😏😏😏
They Dont eat what they feel like eating, 
they eat what they’re required to eat 

It would almost be impossible to achieve a lean physique or maintain it if you continue to view food as constant entertainment or an emotional escape. 

Its not- “what do I feel like eating tonight” “im craving x “ “I deserve a cookie” 

Until you learn how to manage your emotions without using food- getting fit is going to be extremely difficult

Your reward for hard work isn’t more junk food. Its the body you get to be proud  90 days from now

Id rather be boring with my eating and excited with my results  Cuz I’m on my soap box this week 🫰🏼🫰🏼",0,"10/28/2025 12:05",,"IG story",,Lifetime,13468,10686,125,11,6,24,,11160,,
17951954835013067,17841401475580469,nicki.entenmann,"Nicki Entenmann","It’s 55% off and NICKI22 gets you an additional 22% off
Makes it under $100",53,"10/28/2025 10:58",,"IG story",,Lifetime,10927,9539,25,9,12,7,,9980,244,
18182471713343299,17841401475580469,nicki.entenmann,"Nicki Entenmann","My health is so important to me that I prioritize it over anything else",59,"10/28/2025 08:55",,"IG story",,Lifetime,11263,10048,56,0,11,16,,9980,,
18046958420391589,17841401475580469,nicki.entenmann,"Nicki Entenmann","Comment START here

Taking the 6 week program and condense to 3 weeks so you can learn and start slaying 

$99- your macros, meal plans, workouts, trainings, coaching from me",50,"10/28/2025 08:46",,"IG story",,Lifetime,11517,10325,18,2,4,46,,10647,,3
18027717164755039,17841401475580469,nicki.entenmann,"Nicki Entenmann",,49,"10/28/2025 08:42",,"IG story",,Lifetime,12531,10754,54,1,15,17,,10601,,
18428809066108113,17841401475580469,nicki.entenmann,"Nicki Entenmann","😮‍💨😮‍💨😮‍💨😮‍💨 Linked my favorites",0,"10/27/2025 18:21",,"IG story",,Lifetime,12901,10627,43,3,2,4,,11413,699,
17846068908595627,17841401475580469,nicki.entenmann,"Nicki Entenmann","When your Halloween costume 
goes yard 💅🏼⚾️",10,"10/27/2025 18:03",,"IG story",,Lifetime,12313,11039,42,0,3,6,,10853,,
18058738199536726,17841401475580469,nicki.entenmann,"Nicki Entenmann","The quote I had on my mirror in high school:

Winners focus on winning. 
Losers focus on winners.",31,"10/27/2025 14:41",,"IG story",,Lifetime,12506,11002,162,2,11,35,,11328,,
18045669416412353,17841401475580469,nicki.entenmann,"Nicki Entenmann","I said I was saved, not soft. 
Pray wit me, don’t play wit me",12,"10/27/2025 14:11",,"IG story",,Lifetime,12461,10824,151,11,3,54,,11222,,
18083744935822659,17841401475580469,nicki.entenmann,"Nicki Entenmann","This is such a loser mindset",59,"10/27/2025 14:05",,"IG story",,Lifetime,12773,10721,164,0,3,75,,10716,,
18071727542215540,17841401475580469,nicki.entenmann,"Nicki Entenmann","Sweater is on 
sale for $18!",60,"10/27/2025 13:47",https://instagram.com/stories/nicki.entenmann/3752879054040244036,"IG story",,Lifetime,12645,10771,22,0,8,2,,12016,175,
18104019967651367,17841401475580469,nicki.entenmann,"Nicki Entenmann",👀👀,0,"10/27/2025 13:36",https://instagram.com/stories/nicki.entenmann/3752873590028117033,"IG story",,Lifetime,12648,10843,16,3,2,6,,11989,180,
18094600147829326,17841401475580469,nicki.entenmann,"Nicki Entenmann","Dinner menu:
Monday- meatballs, rice & steamed broccoli 
Tuesday- chicken tortilla soup 
Wednesday- burgers, salad and friends
Thursday- eat out for B’s birthdays 
Friday- leftovers before trick or treatin

Staples for week:
Prep fruit
Kodiak banana muffins 
Pulled chicken",30,"10/27/2025 13:26",https://instagram.com/stories/nicki.entenmann/3752868672558998326,"IG story",,Lifetime,13237,10943,54,0,3,11,,12295,,
18078796091039703,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"10/27/2025 13:04",,"IG story",,Lifetime,13066,10877,63,11,1,54,,12271,,
18062656334423302,17841401475580469,nicki.entenmann,"Nicki Entenmann","All affordable gorgeous options!",0,"10/27/2025 11:40",https://instagram.com/stories/nicki.entenmann/3752814863665221619,"IG story",,Lifetime,12428,10688,21,2,3,2,,11712,236,
18076316083919341,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"10/27/2025 11:24",https://instagram.com/stories/nicki.entenmann/3752806914578377546,"IG story",,Lifetime,12189,10641,46,0,2,7,,11417,154,
17877084165331774,17841401475580469,nicki.entenmann,"Nicki Entenmann","This is a maxi pad",17,"10/27/2025 11:23",,"IG story",,Lifetime,12411,10690,41,2,1,96,,8890,,
18242828185290030,17841401475580469,nicki.entenmann,"Nicki Entenmann","I wouldn’t wear this shirt but I do like the skirt but it’s $$$$$",31,"10/27/2025 11:22",,"IG story",,Lifetime,13633,10725,33,0,1,9,,11907,,
18001137644676314,17841401475580469,nicki.entenmann,"Nicki Entenmann","My legs are BLINDING 💀  Help me find 
pieces for Vegas",29,"10/27/2025 11:21",,"IG story",,Lifetime,15035,10959,22,0,4,10,,12326,,
17874356241436581,17841401475580469,nicki.entenmann,"Nicki Entenmann","5 years ago today was the 
very last bump pic I ever took 😭",0,"10/27/2025 10:57",,"IG story",,Lifetime,12848,9900,216,0,3,25,,11462,,
17883063648401613,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"10/27/2025 10:30",,"IG story",,Lifetime,11567,10015,14,0,,0,,10911,140,
18037262120509632,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"10/27/2025 10:30",,"IG story",,Lifetime,11870,10266,15,0,,0,,11252,128,
18108796294596253,17841401475580469,nicki.entenmann,"Nicki Entenmann","Saw an aerie one yesterday for 2x the cost!",0,"10/27/2025 10:30",,"IG story",,Lifetime,12309,10452,13,0,2,1,,11828,63,
17955967439883858,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"10/27/2025 10:30",,"IG story",,Lifetime,12651,10464,18,0,1,1,,12057,123,
18290161276272136,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"10/27/2025 10:29",https://instagram.com/stories/nicki.entenmann/3752779062142638510,"IG story",,Lifetime,12744,10631,20,0,,0,,11885,172,
18079911101015536,17841401475580469,nicki.entenmann,"Nicki Entenmann",,15,"10/27/2025 10:28",,"IG story",,Lifetime,12705,11064,126,5,6,17,,11985,,
18031832585721576,17841401475580469,nicki.entenmann,"Nicki Entenmann","I’m not gonna waste anyone’s time if I don’t have interested, so let me know!",59,"10/27/2025 09:45",,"IG story",,Lifetime,12871,11433,18,1,11,9,,11864,,
18073884623231944,17841401475580469,nicki.entenmann,"Nicki Entenmann",,47,"10/27/2025 09:43",,"IG story",,Lifetime,13981,12212,39,1,12,13,,11825,,
17925018981158841,17841401475580469,nicki.entenmann,"Nicki Entenmann","Fall evenings like this >",27,"10/26/2025 16:59",,"IG story",,Lifetime,12463,10967,57,0,18,4,,11682,,
17886955416382752,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"10/26/2025 14:01",,"IG story",,Lifetime,12631,10479,33,0,6,2,,11965,,
18103658179570056,17841401475580469,nicki.entenmann,"Nicki Entenmann","I swearrrrrr doom scrolling has made me dumber 😑

Bake to books & rest:

Bible Study homework ✅
Start a new book ✅
Nappy poo 😴",0,"10/26/2025 13:26",,"IG story",,Lifetime,13221,10774,32,0,5,4,,11754,,
18409039909137547,17841401475580469,nicki.entenmann,"Nicki Entenmann","40% off the booster pro!!!
😮‍💨😮‍💨😮‍💨😮‍💨",0,"10/26/2025 12:46",https://instagram.com/stories/nicki.entenmann/3752123210554047412,"IG story",,Lifetime,12537,10511,17,1,1,4,,11605,277,
18087247105903683,17841401475580469,nicki.entenmann,"Nicki Entenmann","Join today for 30% off 
your first off and a free gift!  @thrivemarket #thrivemarketpartner",0,"10/26/2025 12:27",https://instagram.com/stories/nicki.entenmann/3752114132092088706,"IG story",,Lifetime,13593,10834,21,0,1,1,2,12844,24,
18083302240997274,17841401475580469,nicki.entenmann,"Nicki Entenmann","Butternut squash 
sprinkled with brown sugar  Chicken salad Sammie Honeycrisppppp / / / Remember when I didn’t eat carbs for 3 years and couldn’t lose a lb and was miserableeeeeee. 
And now am the leaning I’ve been an I eat almost 300g per day 💅🏼",0,"10/26/2025 12:14",https://instagram.com/stories/nicki.entenmann/3752107482056679910,"IG story",,Lifetime,13847,11171,53,0,3,14,,10971,,
18095959498830277,17841401475580469,nicki.entenmann,"Nicki Entenmann","The boys charge $2 a bag if anyone needs mediocre lawn clean up",14,"10/26/2025 10:53",,"IG story",,Lifetime,11985,10615,48,0,3,6,,10230,,
17900474589298807,17841401475580469,nicki.entenmann,"Nicki Entenmann","Adulting 
is so ghetto",0,"10/26/2025 10:34",,"IG story",,Lifetime,12045,10545,47,0,2,11,,11590,,
18072794213257090,17841401475580469,nicki.entenmann,"Nicki Entenmann","Another top set 
I would highly recommend $32 $28 S in bottoms
M in top (super supportive)",0,"10/26/2025 10:28",https://instagram.com/stories/nicki.entenmann/3752054045079631606,"IG story",,Lifetime,11863,10620,21,0,1,4,,11317,61,
17916564690204330,17841401475580469,nicki.entenmann,"Nicki Entenmann","Favorite Amazon 
leggings to date 😮‍💨 $32 $27  S bottom
M top",0,"10/26/2025 10:26",https://instagram.com/stories/nicki.entenmann/3752053014060987826,"IG story",,Lifetime,11937,10638,20,0,3,0,,11222,189,
18531094630063692,17841401475580469,nicki.entenmann,"Nicki Entenmann","Obsessed with these colors and fits  @vuoriclothing",0,"10/26/2025 10:23",https://instagram.com/stories/nicki.entenmann/3752051403121061532,"IG story",,Lifetime,12141,10791,17,0,1,0,,11579,130,
18077030036129211,17841401475580469,nicki.entenmann,"Nicki Entenmann","In case you missed it-
Favorite workout fit this week!",0,"10/26/2025 10:22",https://instagram.com/stories/nicki.entenmann/3752050856326455291,"IG story",,Lifetime,12597,10868,27,0,3,2,,11858,207,
18046841195389469,17841401475580469,nicki.entenmann,"Nicki Entenmann","Initial necklace still 25% off! 
(real gold and diamonds so it’s an investment but I wear daily!) 

20% off cross necklace here",0,"10/26/2025 10:21",https://instagram.com/stories/nicki.entenmann/3752050322232122539,"IG story",,Lifetime,12420,10987,21,0,2,3,,11590,156,
18087866242904722,17841401475580469,nicki.entenmann,"Nicki Entenmann","Best clean dry shampoo 
Bigger bottle 💅🏼 NICKIE for discount  @diviofficial",0,"10/26/2025 10:18",https://instagram.com/stories/nicki.entenmann/3752048980935665698,"IG story",,Lifetime,12301,11172,22,0,1,1,,11718,94,
18010340324801942,17841401475580469,nicki.entenmann,"Nicki Entenmann","cutest new addition 
to the bar  Code: NICKI for discount ❤️ @caraway_home",0,"10/26/2025 10:15",https://instagram.com/stories/nicki.entenmann/3752047574048700933,"IG story",,Lifetime,12791,11209,24,0,,1,,12113,55,
17909161944253894,17841401475580469,nicki.entenmann,"Nicki Entenmann","Not a single family 
pic per usual 🫠 The jumpsuit is old but I found it on major sale along with other styles 

Fits like a GLOVE",8,"10/26/2025 09:18",https://instagram.com/stories/nicki.entenmann/3752018999438578953,"IG story",,Lifetime,13969,11834,39,0,1,3,,11875,316,
18099487000736956,17841401475580469,nicki.entenmann,"Nicki Entenmann","Night cap 💅🏼",0,"10/26/2025 09:12",,"IG story",,Lifetime,13193,11968,73,0,2,9,,12573,,
18106569034617682,17841401475580469,nicki.entenmann,"Nicki Entenmann","I’m pretty sure the juice was spiked. 
He did break dancing for 3 hours straight",10,"10/26/2025 09:11",,"IG story",,Lifetime,13147,12075,99,0,,25,,11454,,
18065257517114573,17841401475580469,nicki.entenmann,"Nicki Entenmann",🥰🥰🥰,15,"10/26/2025 09:09",,"IG story",,Lifetime,13453,12213,53,0,6,0,76,13005,,
18082408247293603,17841401475580469,nicki.entenmann,"Nicki Entenmann","My bestie looked so pretty last night ❤️",7,"10/26/2025 09:08",,"IG story",,Lifetime,13362,12360,65,2,6,12,,10104,,
18079371602045541,17841401475580469,nicki.entenmann,"Nicki Entenmann","Hay ride ❤️",0,"10/26/2025 09:07",,"IG story",,Lifetime,13339,12471,48,0,3,7,,12886,,
17876920674329610,17841401475580469,nicki.entenmann,"Nicki Entenmann","Dad was in charge of face painting and went with the Mike Tyson 🙄",0,"10/26/2025 09:07",,"IG story",,Lifetime,13509,12748,40,0,4,13,,12680,,
18320874316301125,17841401475580469,nicki.entenmann,"Nicki Entenmann","Family fall fest",18,"10/26/2025 09:06",,"IG story",,Lifetime,14072,13016,62,0,6,6,,13220,,
18109150483596049,17841401475580469,nicki.entenmann,"Nicki Entenmann","@quinnies_cookies 
BEST cookies on the planet",0,"10/26/2025 09:04",,"IG story",,Lifetime,14994,13427,48,2,2,3,265,14064,,
18247151761293513,17841401475580469,nicki.entenmann,"Nicki Entenmann","Here for the food",0,"10/26/2025 09:03",,"IG story",,Lifetime,15396,13700,64,0,4,2,,14692,,
18304914892248901,17841401475580469,nicki.entenmann,"Nicki Entenmann","Got to celebrate our sweet boys bday 
(2 months later 😮‍💨)",0,"10/26/2025 09:03",,"IG story",,Lifetime,16163,14137,75,0,10,3,,15091,,1
17847157587591223,17841401475580469,nicki.entenmann,"Nicki Entenmann","Recapping yesterday ❤️",0,"10/26/2025 09:02",,"IG story",,Lifetime,17688,15394,97,0,35,10,,15881,,
17965426265963647,17841401475580469,nicki.entenmann,"Nicki Entenmann","Actual footage of Ty in a few hours 💅🏼",11,"10/24/2025 13:42",,"IG story",,Lifetime,17483,15763,51,0,15,28,,16079,,
18064193807381949,17841401475580469,nicki.entenmann,"Nicki Entenmann","The @calebfitco special 🤬🥵
Building season 🍑 I’m not going to be able to walk tmw",43,"10/24/2025 13:10",https://instagram.com/stories/nicki.entenmann/3750685785462065336,"IG story",,Lifetime,18894,16527,48,2,8,9,165,16827,,
18079740257026110,17841401475580469,nicki.entenmann,"Nicki Entenmann","Didn’t have time to go home 
and change, so my 
big chunkies & I 
are slaying leg day",0,"10/24/2025 11:51",,"IG story",,Lifetime,17117,14574,32,1,6,1,,15216,,
17938523162960592,17841401475580469,nicki.entenmann,"Nicki Entenmann","When you see a side by side it is much warmer!  September  October",0,"10/24/2025 11:23",,"IG story",,Lifetime,16029,13708,150,0,5,23,,14272,,
18074105966464779,17841401475580469,nicki.entenmann,"Nicki Entenmann","Now a mini qdoba bowl before leg day 💅🏼🍑",0,"10/24/2025 11:20",https://instagram.com/stories/nicki.entenmann/3750630671048587981,"IG story",,Lifetime,15927,13663,35,0,1,0,,15144,,
17929904363998919,17841401475580469,nicki.entenmann,"Nicki Entenmann","I asked for: 

Natural level warm brown shadow root
Balayage with babylight blonde 
Money piece
Caramel glave",0,"10/24/2025 11:19",https://instagram.com/stories/nicki.entenmann/3750629998634583876,"IG story",,Lifetime,16336,13720,84,0,1,13,,14746,,
18029898254738507,17841401475580469,nicki.entenmann,"Nicki Entenmann",,55,"10/24/2025 11:08",,"IG story",,Lifetime,16038,13848,76,0,4,9,,14004,,
18288286516272557,17841401475580469,nicki.entenmann,"Nicki Entenmann","Oldie but a goodie
S in everything 

Top can be worn 4 different ways so gives it a different vibe!",0,"10/24/2025 09:52",https://instagram.com/stories/nicki.entenmann/3750586365441323303,"IG story",,Lifetime,14148,12798,22,0,6,3,,13564,121,
17885733756385895,17841401475580469,nicki.entenmann,"Nicki Entenmann","Yesterday workout fit too!
Under $30 
S bottoms
M bra",0,"10/24/2025 09:51",https://instagram.com/stories/nicki.entenmann/3750585591751604543,"IG story",,Lifetime,14067,12899,20,2,2,1,,13552,53,
17931399957073437,17841401475580469,nicki.entenmann,"Nicki Entenmann","S in leggings
M in top",0,"10/24/2025 09:50",https://instagram.com/stories/nicki.entenmann/3750585143565056140,"IG story",,Lifetime,14696,13026,19,0,2,3,,14046,229,
18054734492638750,17841401475580469,nicki.entenmann,"Nicki Entenmann","Maybe the BEST $30 I’ve spent on Amazon. 
Bold statement but these are incredibleeeeee
(From a legging snob)  I’m in S
M in bra",59,"10/24/2025 09:48",https://instagram.com/stories/nicki.entenmann/3750584567963946685,"IG story",,Lifetime,15713,13262,29,3,4,14,,14253,808,
18056899397638222,17841401475580469,nicki.entenmann,"Nicki Entenmann",💛🧸☕️🤎,0,"10/24/2025 09:29",,"IG story",,Lifetime,15166,13627,47,0,7,3,,14192,,
17855967246551423,17841401475580469,nicki.entenmann,"Nicki Entenmann",,46,"10/24/2025 07:54",,"IG story",,Lifetime,16386,14034,41,0,22,7,,13805,,
18165615868338511,17841401475580469,nicki.entenmann,"Nicki Entenmann","Who’s face is this?  I asked ChatGPT to come up with the hair color that would look best on me…….and this is what it came up with 💀 (Too scared to go this dark so not happening btw)",0,"10/23/2025 14:04",,"IG story",,Lifetime,12442,8732,99,1,10,114,,10181,,
18073458260228837,17841401475580469,nicki.entenmann,"Nicki Entenmann","Hi, it me.",8,"10/23/2025 13:48",,"IG story",,Lifetime,10335,8870,69,2,3,11,,8735,,
17852994486560395,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"10/23/2025 13:42",,"IG story",,Lifetime,10080,8946,12,0,1,1,,9643,36,
18173621026324352,17841401475580469,nicki.entenmann,"Nicki Entenmann","Fun items I’m seeing early",0,"10/23/2025 13:42",,"IG story",,Lifetime,10550,9004,14,0,1,2,,10041,76,
17983429202875890,17841401475580469,nicki.entenmann,"Nicki Entenmann","No one yell at me! 
I’ve had Christmas on the brain since July 5th!",0,"10/23/2025 13:42",,"IG story",,Lifetime,10551,9157,22,0,1,3,,10058,72,
18363245062082564,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"10/23/2025 13:42",,"IG story",,Lifetime,8451,7615,9,0,,0,,8186,42,
18041873042482481,17841401475580469,nicki.entenmann,"Nicki Entenmann","Another classic staple. I have in 4 colors",0,"10/23/2025 13:42",,"IG story",,Lifetime,8516,7695,9,0,,0,,8231,35,
18084223852996719,17841401475580469,nicki.entenmann,"Nicki Entenmann","Have this and LOVE
it’s giving skims",0,"10/23/2025 13:42",,"IG story",,Lifetime,8982,7737,10,0,,2,,8649,28,
18148840678420918,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"10/23/2025 13:42",,"IG story",,Lifetime,9337,7787,16,0,,0,,8886,103,
18084637735770852,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"10/23/2025 13:42",https://instagram.com/stories/nicki.entenmann/3749977189745051736,"IG story",,Lifetime,11782,9573,25,3,,3,,11205,56,
18088424341902360,17841401475580469,nicki.entenmann,"Nicki Entenmann","Car pool lunch $13 lunch at Whole Foods (healthier and usually less money than fast food meal) 

 Salmon
Sweet potatoes
Broccoli salad",0,"10/23/2025 13:37",https://instagram.com/stories/nicki.entenmann/3749974945507225876,"IG story",,Lifetime,12175,9943,109,2,1,11,,10233,,
17956241714876904,17841401475580469,nicki.entenmann,"Nicki Entenmann","I am the leanest I’ve ever been
 And I still bloated most days & still have cellulite.",28,"10/23/2025 11:00",https://instagram.com/stories/nicki.entenmann/3749895968372946041,"IG story",,Lifetime,10777,9162,129,6,11,31,,8797,,
17930207511112598,17841401475580469,nicki.entenmann,"Nicki Entenmann","20 min burn upper body
Felt weak on pulls ups today
But went up 10 lbs in biceps curls 👺",35,"10/23/2025 10:59",https://instagram.com/stories/nicki.entenmann/3749895442054888933,"IG story",,Lifetime,10936,9312,56,0,4,12,,9885,,
18133440088461344,17841401475580469,nicki.entenmann,"Nicki Entenmann",@abercrombie,0,"10/23/2025 10:08",https://instagram.com/stories/nicki.entenmann/3749869838312253733,"IG story",,Lifetime,10087,8694,27,0,5,2,,9545,133,
18025074323571084,17841401475580469,nicki.entenmann,"Nicki Entenmann","I’m in L",42,"10/23/2025 10:08",https://instagram.com/stories/nicki.entenmann/3749869513362702399,"IG story",,Lifetime,10196,8791,21,0,1,0,,9664,147,
18085313680946252,17841401475580469,nicki.entenmann,"Nicki Entenmann",,53,"10/23/2025 10:07",https://instagram.com/stories/nicki.entenmann/3749869328402305893,"IG story",,Lifetime,10329,8816,24,0,,1,,9779,162,
17984232593911372,17841401475580469,nicki.entenmann,"Nicki Entenmann","I’m in m",42,"10/23/2025 10:06",https://instagram.com/stories/nicki.entenmann/3749868821814300079,"IG story",,Lifetime,10308,8978,20,0,1,3,,9674,64,
18070752728204329,17841401475580469,nicki.entenmann,"Nicki Entenmann","I’m in S",58,"10/23/2025 10:05",https://instagram.com/stories/nicki.entenmann/3749868119369011916,"IG story",,Lifetime,10707,9293,36,0,7,3,,9965,134,
18059129672199575,17841401475580469,nicki.entenmann,"Nicki Entenmann","Undefeated Dream Team 🤝",15,"10/23/2025 09:51",,"IG story",,Lifetime,11284,9617,193,1,11,16,,10427,,1
17907860349250106,17841401475580469,nicki.entenmann,"Nicki Entenmann",,58,"10/23/2025 07:52",,"IG story",,Lifetime,12818,10760,72,10,28,30,,10356,,
18323036347208222,17841401475580469,nicki.entenmann,"Nicki Entenmann","I miss the days when my kids let me choose costumes…….",15,"10/22/2025 15:51",,"IG story",,Lifetime,13830,11729,141,4,16,17,,13152,,
18024805853568572,17841401475580469,nicki.entenmann,"Nicki Entenmann","Also favorite jacket 
of the season is on sale!",0,"10/22/2025 14:16",https://instagram.com/stories/nicki.entenmann/3749269869264284629,"IG story",,Lifetime,13912,11927,28,0,4,7,,13090,141,
17860118745517808,17841401475580469,nicki.entenmann,"Nicki Entenmann","Free people movement one is over $150
This is almost identical and under $45",0,"10/22/2025 14:16",https://instagram.com/stories/nicki.entenmann/3749269870707106884,"IG story",,Lifetime,14313,12111,27,0,8,10,,13090,317,
